Job_Title,Location,machine_learning,hadoop,tableau,lat,long
"Data Scientist, Client Experience / Research and Insights",DC,1,0,1,47.751076,-120.740135
"Data Scientist, Mid",MD,1,1,1,39.045753,-76.641273
"Data Scientist, Senior",DC,1,0,1,47.751076,-120.740135
Sr Data Scientist - Growth,CA,1,0,0,36.778259,-119.417931
Data Scientist,MN,1,1,0,45.376584,-68.972168
Data Scientist,VA,1,1,0,44,-72.699997
Senior Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,IL,1,1,0,40,-89
Data Scientist: Data Analytics / Machine Learning,NC,1,0,0,35.782169,-80.793457
Data Scientist: Data Analytics / Machine Learning,NC,1,0,0,35.782169,-80.793457
Principal Data Scientist,CA,0,0,0,36.778259,-119.417931
Data Scientist! Consultant level - Atlanta!,GA,1,1,0,33.247875,-83.441162
"Senior Data Scientist, edX",MA,0,0,0,45.376584,-68.972168
"Director, Data Science and Machine Learning",TX,1,0,0,31,-100
Data Scientist (Combat Incident Analysis),VA,1,0,0,44,-72.699997
Sr. Data Scientist - NLP & Deep Learning,CA,1,0,0,36.778259,-119.417931
Data Scientist - Applied Technology,IL,1,0,0,40,-89
Principal Data Scientist (HCE),GA,1,1,1,33.247875,-83.441162
Senior Data Scientist,MD,1,0,0,39.045753,-76.641273
Data Scientist,VA,0,0,1,44,-72.699997
Sr. Data Scientist,NY,0,0,0,43,-75
Data Scientist,MA,1,1,0,45.376584,-68.972168
Marketing Data Scientist,MA,1,1,1,45.376584,-68.972168
Data Scientist - Applied Technology,IN,1,0,0,40.273502,-86.126976
Senior Data Scientist,IL,1,0,0,40,-89
Sr. Data Scientist - Engine Data Analytics,CA,0,1,0,36.778259,-119.417931
Business Banking Data Scientist,GA,1,1,0,33.247875,-83.441162
"Data Scientist, Senior",CA,1,1,1,36.778259,-119.417931
"Data Scientist, Mid",MD,1,1,1,39.045753,-76.641273
Senior Data Scientist,IL,1,1,0,40,-89
Principal Data Scientist,WA,1,1,0,47.751076,-120.740135
"Data Scientist, Mid",MD,1,1,1,39.045753,-76.641273
"Data Scientist, Mid",MD,1,1,1,39.045753,-76.641273
"Data Scientist, Mid",MD,1,1,1,39.045753,-76.641273
"Data Scientist, Mid",MD,1,1,1,39.045753,-76.641273
"Data Scientist, Mid",MD,1,1,1,39.045753,-76.641273
Data Scientist – Applied Research,MA,1,1,0,45.376584,-68.972168
"PHC, SR. Data Scientist",CA,0,0,0,36.778259,-119.417931
Federal - Junior Data Scientist,MD,1,1,0,39.045753,-76.641273
"SaaS Marketing Manager, Data Scientist",PA,1,0,0,41.203323,-77.194527
Senior Data Scientist,IL,1,0,0,40,-89
Senior Data Scientist,CO,1,0,1,39.113014,-105.358887
Senior Data Scientist - Marketing,NC,1,0,0,35.782169,-80.793457
Data Scientist,VA,1,0,1,44,-72.699997
"Data Scientist Technical Lead, Google Maps",CA,1,0,0,36.778259,-119.417931
Senior Data Scientist,CA,0,0,0,36.778259,-119.417931
"Data Scientist - Public Sector Analytics, New Ventures",MA,1,0,0,45.376584,-68.972168
Data Scientist: Medical VoC and Text Analytics Manager,NC,1,0,0,35.782169,-80.793457
Senior Data Scientist,MA,0,0,0,45.376584,-68.972168
Data Scientist,IL,1,1,0,40,-89
"Data Scientist, Mid",VA,1,1,1,44,-72.699997
Data Scientist - Decision Sciences Personal Valuation team,IL,1,1,0,40,-89
Principal Data Scientist,CA,0,0,0,36.778259,-119.417931
Data Scientist – Senior Associate,DC,0,0,0,47.751076,-120.740135
Sr. Data Scientist (Marketing Machine Learning),IL,1,0,0,40,-89
Senior Data Scientist,WA,1,1,0,47.751076,-120.740135
Lead Data Scientist,MA,1,0,0,45.376584,-68.972168
Senior Data Scientist,CA,1,0,1,36.778259,-119.417931
Senior Data Scientist-XSP,NY,1,1,0,43,-75
Sr. Data Scientist,NJ,1,1,1,39.833851,-74.871826
Sr. Data Scientist,NJ,1,1,1,39.833851,-74.871826
SI Expert – Data Scientist,VA,0,0,0,44,-72.699997
Data Scientist Business Intelligence Developer,TX,1,1,1,31,-100
Lead Data Scientist,CA,1,1,1,36.778259,-119.417931
Senior Data Scientist,CA,0,0,0,36.778259,-119.417931
Senior Data Scientist (Decision Science),WA,0,0,1,47.751076,-120.740135
Senior Data Scientist,MO,1,1,0,38.573936,-92.60376
Production Research Data Scientist Co-op,MO,0,0,0,38.573936,-92.60376
R&D Data Scientist,CA,1,1,0,36.778259,-119.417931
Senior Data Scientist/Statistician,MD,0,0,0,39.045753,-76.641273
Data Scientist,NY,1,0,0,43,-75
Sr. Data Scientist,NY,1,0,0,43,-75
Data Scientist - Soil & Plant Sciences (DataSci/Analytics/Ma...,IA,1,0,0,40.273502,-86.126976
Senior Data Scientist,WI,1,0,0,44.5,-89.5
Senior Data Scientist,CA,1,0,1,36.778259,-119.417931
"Data Scientist, Lead",DC,1,0,1,47.751076,-120.740135
Data Scientist,IL,1,0,0,40,-89
Data Scientist,MD,1,0,0,39.045753,-76.641273
HBO Sr. Data Scientist/Lead Data Scientist,NY,1,0,0,43,-75
Sr. Data Scientist - Artificial Intelligence,RI,1,0,0,41.700001,-71.5
Senior Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,PA,1,0,0,41.203323,-77.194527
Senior Data Scientist,OH,1,0,1,40.367474,-82.996216
Senior Data Scientist,OH,1,0,1,40.367474,-82.996216
Senior Data Scientist - Precision Medicine,PA,1,0,0,41.203323,-77.194527
Statistician/Data Scientist,VA,0,0,0,44,-72.699997
Senior Data Scientist - E2E Experience,CA,0,0,0,36.778259,-119.417931
Sr Data Scientist,MA,1,1,1,45.376584,-68.972168
Lead Data Scientist - Stealth MedTech Startup,CA,1,0,0,36.778259,-119.417931
NLP Scientist,NY,1,0,0,43,-75
Data Scientist/Database Architect,VA,1,1,0,44,-72.699997
"Data Scientist, Computational Biology and Crop Genetics",MO,1,0,0,38.573936,-92.60376
Operations Research Data Scientist,VA,1,1,0,44,-72.699997
"Program Manager, Machine Learning Data Ecosystem, Google AI",CA,1,0,0,36.778259,-119.417931
Data Scientist Senior,TX,1,0,0,31,-100
Sr. Data Scientist-Healthcare Provider Analytics,NC,0,1,0,35.782169,-80.793457
"Senior Data Scientist, Investment Domain",MA,1,0,0,45.376584,-68.972168
"Senior Data Scientist, Applications",WA,1,0,0,47.751076,-120.740135
Data Scientist Lead,TX,1,0,0,31,-100
Senior Data Scientist - Industry,WA,1,0,0,47.751076,-120.740135
Data Scientist,TX,1,1,0,31,-100
Combat Incident Analysis Data Scientist,VA,0,0,0,44,-72.699997
Senior Data Scientist,IN,1,1,0,40.273502,-86.126976
Data Scientist,VA,1,0,1,44,-72.699997
Data Scientist-PhD,OH,1,1,1,40.367474,-82.996216
Senior Data Scientist,WA,1,0,1,47.751076,-120.740135
Data Scientist - Intern 2019,CA,0,0,0,36.778259,-119.417931
Lead Data Scientist,CT,1,0,0,41.599998,-72.699997
Cognitive Data Scientist,TX,1,1,0,31,-100
Marketing Senior Data Scientist,GA,1,1,0,33.247875,-83.441162
Senior Data Scientist,NY,1,0,0,43,-75
Data Scientist,CO,1,1,0,39.113014,-105.358887
Principal Data Scientist (JOIN OCI Networking),WA,1,1,0,47.751076,-120.740135
Data Scientist,SC,1,0,0,33.836082,-81.163727
Data Scientist,MD,1,0,0,39.045753,-76.641273
"Data Scientist, Senior",VA,1,0,1,44,-72.699997
"Data Scientist, Senior",VA,1,0,1,44,-72.699997
"Data Scientist, Fire TV Product Management",WA,0,1,0,47.751076,-120.740135
Senior Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist - Decision Sciences Personal Valuation team,IL,1,1,0,40,-89
Senior Data Scientist / Pre-Sales Support,MA,1,0,0,45.376584,-68.972168
Senior Data Scientist (Marketing),MA,0,0,0,45.376584,-68.972168
"VP, Data Scientist- New York, Austin, TX, Atlanta, GA; Charl...",GA,0,0,1,33.247875,-83.441162
AI Scientist - NLP focus (University Grad),CA,0,1,0,36.778259,-119.417931
Senior Data Scientist,NY,1,1,0,43,-75
Sr Data Scientist,MA,1,1,1,45.376584,-68.972168
Data Scientist – Senior Associate,DC,0,0,0,47.751076,-120.740135
"Data Scientist, Lead",DC,1,1,1,47.751076,-120.740135
Senior PHC Data Scientist - RWD Collaborations,CA,0,0,0,36.778259,-119.417931
"Data Scientist, Senior",VA,1,1,1,44,-72.699997
Senior Data Scientist,IN,0,0,1,40.273502,-86.126976
Senior Data Scientist,NJ,0,0,0,39.833851,-74.871826
"Lead Data Scientist, Marketing",CA,1,0,1,36.778259,-119.417931
Data Scientist and Platform Developer,TX,1,1,1,31,-100
Data Scientist,MD,1,0,0,39.045753,-76.641273
Data Scientist - Product Review Group,PA,1,0,1,41.203323,-77.194527
"Senior Data Scientist, Business Analytics",CA,0,0,0,36.778259,-119.417931
Data Scientist,MI,1,0,0,44.182205,-84.506836
Data Scientist,MD,1,0,0,39.045753,-76.641273
Principal Data Scientist,CA,1,1,0,36.778259,-119.417931
Machine Learning Expert (Intelligent Algorithms / Big Data /...,IL,1,0,0,40,-89
Principal PHC Data Scientist - Omics,CA,0,0,0,36.778259,-119.417931
"Associate, Data Scientist, Financial Services",NY,1,1,0,43,-75
Lead Data Scientist,NY,1,1,0,43,-75
Arity - Senior Data Scientist,IL,1,1,0,40,-89
Data Scientist III,VA,0,1,0,44,-72.699997
"Data Scientist, Lead",DC,1,0,1,47.751076,-120.740135
SAP Machine Learning Consultant / Data Scientist - Newtown S...,PA,1,0,0,41.203323,-77.194527
Machine Learning Scientist,CA,1,0,0,36.778259,-119.417931
Sr. Data Scientist,VA,1,1,0,44,-72.699997
"Data Scientist, Senior",NC,1,1,1,35.782169,-80.793457
Data Scientist-Journeyman,VA,1,0,0,44,-72.699997
Data Scientist,VA,1,0,0,44,-72.699997
Senior Data Scientist,NY,0,0,1,43,-75
"Senior Data Scientist, Security",CA,1,0,0,36.778259,-119.417931
"Data Scientist, Senior",VA,1,1,1,44,-72.699997
Assoc. Director Artificial Intelligence and Machine Learning,NY,0,0,0,43,-75
Lead Data Scientist,DC,1,0,0,47.751076,-120.740135
Sr Data Scientist – Operations Research,IL,0,0,0,40,-89
"Senior Data Scientist, Customer Analytics",CA,1,0,0,36.778259,-119.417931
"Data Scientist, Marketing Effectiveness",NY,0,0,0,43,-75
Senior Data Scientist (Machine Learning),AR,1,1,0,34.799999,-92.199997
Data Scientist/Data Auditor,MD,0,0,1,39.045753,-76.641273
Data Scientist/Data Auditor,MD,0,0,1,39.045753,-76.641273
Data Scientist/Data Auditor,MD,0,0,1,39.045753,-76.641273
"SAP Machine Learning Consultant / Data Scientist - Chicago,...",IL,1,0,0,40,-89
Lead Data Scientist,TX,1,0,0,31,-100
Data Scientist,VA,1,0,1,44,-72.699997
"Data Scientist, Senior",VA,1,1,1,44,-72.699997
Cognitive Data Scientist,TX,1,1,0,31,-100
Data Scientist,UT,1,1,0,39.41922,-11.950684
Data Scientist,VA,1,0,1,44,-72.699997
Data Scientist II,PA,1,0,1,41.203323,-77.194527
Data Scientist Associate Principal,CA,1,1,0,36.778259,-119.417931
Sr Data Scientist,CT,1,1,1,41.599998,-72.699997
Data Scientist - Cyber Security,FL,1,1,0,27.994402,-81.760254
Senior Data Scientist,MA,0,1,1,45.376584,-68.972168
Data Scientist,CA,0,1,0,36.778259,-119.417931
"Senior Data Scientist, Finance",MN,0,0,0,45.376584,-68.972168
Senior Data Scientist,VA,0,0,0,44,-72.699997
SR. DATA SCIENTIST,MA,1,0,0,45.376584,-68.972168
Sr. Manager Data Science (Data Scientist),AZ,1,1,0,34.048927,-11.093735
Data Scientist / Machine Learning / DL / AI - C++ / CUDA / S...,NY,1,0,0,43,-75
Data Scientist - Cyber Security,TX,1,1,0,31,-100
Machine Learning Scientist - Prime Video Relevance,WA,1,0,0,47.751076,-120.740135
"Managing Director, Data Scientist",GA,1,0,0,33.247875,-83.441162
Sr Staff Data Scientist,NY,1,0,0,43,-75
Principal Data Scientist,MA,1,1,1,45.376584,-68.972168
"Data Scientist, Lead",CA,1,1,1,36.778259,-119.417931
Senior Data Scientist,AZ,1,0,0,34.048927,-11.093735
Lead Data Scientist,TX,1,0,0,31,-100
Data Scientist - Milwaukee!!,IL,1,1,0,40,-89
Data Scientist / Analytic Consultant 4,IA,1,0,0,40.273502,-86.126976
Data Scientist - Sr.,VA,0,0,0,44,-72.699997
Data Scientist - Intelligence Applications,VA,0,0,0,44,-72.699997
Lead Data Scientist,IL,0,1,0,40,-89
Senior Data Scientist - Product Analytics,CA,0,0,0,36.778259,-119.417931
Data Scientist,VA,1,1,0,44,-72.699997
Principal Data Scientist,TX,1,0,0,31,-100
CVP - Data Scientist & Insights Leader - Internal Audit Anal...,NY,0,1,1,43,-75
Manager - Cognitive Data Scientist Natural Language Processi...,NY,1,0,0,43,-75
Lead Data Scientist,AZ,1,0,0,34.048927,-11.093735
"Data Scientist, People Analytics Senior Manager",NJ,1,0,0,39.833851,-74.871826
Senior Data Scientist,PA,1,1,0,41.203323,-77.194527
"Principal Data Scientist - Core Maps - Building the new Map,...",IL,1,1,0,40,-89
"Data Scientist, Analytics - Brand Safety & Integrity Lead",WA,0,1,0,47.751076,-120.740135
Data Scientists Modeling,MI,1,1,0,44.182205,-84.506836
Data Scientist,OH,0,0,0,40.367474,-82.996216
Scientist: Computer Vision & Machine Learning,CA,1,0,0,36.778259,-119.417931
Senior Data Scientist - Manager,DC,0,0,0,47.751076,-120.740135
Data Scientist / Analytic Consultant 4,CA,1,1,0,36.778259,-119.417931
Manager - Cognitive Data Scientist Natural Language Processi...,CA,1,0,0,36.778259,-119.417931
Data Scientists Modeling,MI,0,1,1,44.182205,-84.506836
Equity Data Scientist,MA,1,1,1,45.376584,-68.972168
Senior Data Scientist: Data Analytics / Machine Learning,NC,1,0,0,35.782169,-80.793457
Data Scientist,DC,1,1,0,47.751076,-120.740135
Research Scientist (Machine Learning),CA,1,0,0,36.778259,-119.417931
Data Scientist,DC,0,1,1,47.751076,-120.740135
"PHC Associate Data Scientist/Data Scientist, Real World Data...",CA,1,1,0,36.778259,-119.417931
"Data Scientist, Marketing - Retail",CA,0,1,0,36.778259,-119.417931
Applied Machine Learning Scientist,CA,1,0,0,36.778259,-119.417931
AI Scientist - NLP Focus,CA,0,1,0,36.778259,-119.417931
Data Scientist/Database Architect,VA,1,1,0,44,-72.699997
Data Scientist/Database Architect,VA,1,1,0,44,-72.699997
Data Scientist/Database Architect,VA,1,1,0,44,-72.699997
Research Data Scientist (Geospatial) - Intermediat,WA,0,0,0,47.751076,-120.740135
Data Scientist / Analytic Consultant 4,CA,1,0,0,36.778259,-119.417931
Manager - Cognitive Data Scientist Natural Language Processi...,CA,1,0,0,36.778259,-119.417931
"Director, Cognitive Data Scientist Natural Language Processi...",NY,1,0,0,43,-75
Principal Data Scientist,PA,1,0,0,41.203323,-77.194527
Vice President/ Assistant Vice President - Machine Learning...,NY,1,0,0,43,-75
Arity Senior Data Scientist - Loss Modeling,IL,1,0,0,40,-89
Data Scientist,TX,1,1,1,31,-100
Data Scientist,NY,0,1,0,43,-75
Data Science/Machine Learning - Internship,CA,1,1,1,36.778259,-119.417931
"Research Scientist, Machine Learning",CA,1,0,0,36.778259,-119.417931
Data Scientist - Milwaukee AREA!,IL,1,1,0,40,-89
Data Scientist,VA,1,1,0,44,-72.699997
Machine Learning Research Scientist,CA,1,1,0,36.778259,-119.417931
"Data Scientist, Infrastructure Strategy, University Grad",WA,0,0,0,47.751076,-120.740135
"Data Scientist Intern, Summer 2019",WA,1,1,0,47.751076,-120.740135
"Data Scientist, Ventures Studios",CA,1,0,0,36.778259,-119.417931
Agriculture Data Scientist - Agriculture Commodity Research...,CO,0,0,0,39.113014,-105.358887
"Data Scientist, Routing/Dispatching",CA,0,0,0,36.778259,-119.417931
Data Scientist,CA,0,0,0,36.778259,-119.417931
Junior Data Scientist/Quant Developer,NY,1,0,0,43,-75
New Graduate Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,CA,1,1,1,36.778259,-119.417931
Data Scientist - Analytics Platform,CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,0,1,0,36.778259,-119.417931
NLP Data Scientist,CA,1,0,0,36.778259,-119.417931
"Data Scientist 4, Words with Friends",CA,0,0,1,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,CA,0,0,0,36.778259,-119.417931
Data Scientist,CA,0,0,1,36.778259,-119.417931
Data Scientist,CT,0,0,0,41.599998,-72.699997
Data Scientist - Prescriptive Analytics,MO,1,0,0,38.573936,-92.60376
Data Scientist – Deep Learning,CA,1,0,0,36.778259,-119.417931
Data Scientist,NY,1,1,0,43,-75
Data Scientist,CA,1,0,0,36.778259,-119.417931
Staff Data Scientist,NY,1,1,0,43,-75
Data Scientist,CA,1,0,1,36.778259,-119.417931
2019 PhD Data Scientist Internship - Maps,CA,1,0,0,36.778259,-119.417931
1244529 - Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,TX,0,0,0,31,-100
Data Scientist,CA,0,0,0,36.778259,-119.417931
Data Scientist - Multiple Levels - AI Center of Excellence,MA,1,0,0,45.376584,-68.972168
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,NJ,0,0,0,39.833851,-74.871826
Data Scientist - Entity Resolution,CA,1,1,0,36.778259,-119.417931
"Data Scientist, Analytics",CA,0,0,0,36.778259,-119.417931
DATA SCIENTIST,CA,0,0,0,36.778259,-119.417931
Agronomic Data Scientist,IA,1,0,0,40.273502,-86.126976
Data Scientist - Maps,CA,1,0,0,36.778259,-119.417931
Product Data Scientist,CA,1,0,0,36.778259,-119.417931
"Data Scientist, Customer Conversations",CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist - Sales Strategy,CA,1,0,0,36.778259,-119.417931
Data Scientist - NYC,NY,1,0,0,43,-75
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist (Contractor),CA,0,0,0,36.778259,-119.417931
Data Scientist,CA,1,0,0,36.778259,-119.417931
"Data Scientist, Audience Science",CA,0,1,1,36.778259,-119.417931
Data Scientist - Sales Strategy,CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,NY,1,1,0,43,-75
Data Scientist,NY,0,0,0,43,-75
Data Scientist,WA,1,1,0,47.751076,-120.740135
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,NY,1,0,0,43,-75
Data Scientist,TX,1,1,0,31,-100
Sales Data Scientist,CO,1,1,1,39.113014,-105.358887
Data Scientist,CA,1,0,0,36.778259,-119.417931
Distinguished Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,TX,1,1,0,31,-100
Data Scientist - Investment Bank,NY,1,1,0,43,-75
Data Scientist,CA,1,1,0,36.778259,-119.417931
"Data Scientist, CoreApp",CA,0,0,0,36.778259,-119.417931
"Data Scientist, CoreApp",CA,0,1,0,36.778259,-119.417931
"Senior Data Scientist, User Fraud",NY,1,0,1,43,-75
Data Scientist,NY,1,0,0,43,-75
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist – Deep Learning,CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,0,1,1,36.778259,-119.417931
Data Scientist,NY,1,1,0,43,-75
Data Scientist,NY,1,0,0,43,-75
Data Scientist,WA,1,1,1,47.751076,-120.740135
Data Scientist,CA,1,0,0,36.778259,-119.417931
Principal Data Scientist,NY,1,1,0,43,-75
Principal Data Scientist,NY,1,1,0,43,-75
"Data Scientist, Strategy",CA,0,0,1,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
"Data Scientist/Modeler, Pricing",CA,1,0,0,36.778259,-119.417931
Senior Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,1,0,0,36.778259,-119.417931
"Data Scientist, Risk",CA,1,0,1,36.778259,-119.417931
Data Scientist,NY,1,0,0,43,-75
Principle Data Scientist,NC,1,0,0,35.782169,-80.793457
Data Scientist,CA,0,1,0,36.778259,-119.417931
Security Data Scientist,CA,1,1,1,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,NY,1,1,0,43,-75
Data Scientist - Genomic Prediction,MO,1,0,0,38.573936,-92.60376
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,NY,1,0,0,43,-75
Data Scientist,VA,1,1,0,44,-72.699997
Aviation Safety Data Scientist,VA,1,1,1,44,-72.699997
Data Scientist,CA,0,0,0,36.778259,-119.417931
"Data Scientist, Analytics",WA,0,1,0,47.751076,-120.740135
Data Scientist,MO,1,1,0,38.573936,-92.60376
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist - Insurance,CA,1,0,0,36.778259,-119.417931
Data Scientist II,TN,1,0,0,35.860119,-86.660156
Movidius Deep Learning Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,VA,1,1,1,44,-72.699997
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist/Modeler - Operations,CA,1,0,0,36.778259,-119.417931
Data Scientist - Operations Research,CA,1,1,0,36.778259,-119.417931
Data Scientist- AI/ML,CA,1,1,0,36.778259,-119.417931
Search/Relevance - Staff Data Scientist,CA,1,0,0,36.778259,-119.417931
Movidius Deep Learning Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,NY,1,0,0,43,-75
Data Scientist,CA,1,1,0,36.778259,-119.417931
"Merchant Services- Data Scientist, VP",NY,0,1,1,43,-75
"Data Scientist, Analytics - Developer Ecosystem",WA,0,1,0,47.751076,-120.740135
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,NY,1,0,0,43,-75
Data Scientist (Product),NY,0,0,1,43,-75
Data Scientist,CA,1,1,1,36.778259,-119.417931
Senior Data Scientist,MA,1,0,0,45.376584,-68.972168
"Data Scientist, Machine Learning",CA,1,0,0,36.778259,-119.417931
Data Scientist - Disease Genomics,CA,1,0,0,36.778259,-119.417931
Data Scientist,IL,1,0,0,40,-89
"Data Scientist, Analytics (WhatsApp)",CA,0,0,0,36.778259,-119.417931
Data Scientist,NY,1,1,0,43,-75
Data Scientist - Time Series Modeling,CA,1,0,0,36.778259,-119.417931
"Data Scientist, Analytics - Sharing/Ecosystems",CA,1,1,0,36.778259,-119.417931
Staff Data Scientist,CA,1,1,0,36.778259,-119.417931
Staff Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist- Machine Translation,CA,1,0,0,36.778259,-119.417931
"Data Scientist, Analytics (Integrity)",WA,0,0,0,47.751076,-120.740135
Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist II,NJ,1,0,0,39.833851,-74.871826
Data Scientist,CA,1,0,0,36.778259,-119.417931
Senior Data Scientist,CA,0,0,1,36.778259,-119.417931
Associate Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist - Journey Analytics,NY,1,0,0,43,-75
"Staff Data Scientist, Search/Online Grocery",CA,1,0,0,36.778259,-119.417931
Data Scientist II,NC,1,1,0,35.782169,-80.793457
Wireless Data Scientist,CA,1,0,0,36.778259,-119.417931
"Clinical Informaticist, Data Scientist II",WA,0,0,0,47.751076,-120.740135
Data Scientist,CA,1,1,0,36.778259,-119.417931
Junior Data Scientist(s)- MI and AI,CA,1,1,0,36.778259,-119.417931
"Staff Data Scientist, Search/Online Grocery",CA,1,0,0,36.778259,-119.417931
"Data Scientist, Analytics - NLP Search",WA,1,1,0,47.751076,-120.740135
Staff Data Scientist,CA,1,1,0,36.778259,-119.417931
Deep Learning Data Scientist,CA,1,1,0,36.778259,-119.417931
"Data Scientist, Work Environment Analytics",CA,1,0,1,36.778259,-119.417931
Senior Data Scientist,CA,1,1,0,36.778259,-119.417931
Principal Data Scientist,TX,1,0,0,31,-100
"Data Scientist, Analytics",CA,0,1,0,36.778259,-119.417931
"Data Scientist, Analytics - Ads Foundations",WA,0,1,0,47.751076,-120.740135
Data Scientist,NY,1,0,0,43,-75
Underwriting Data Scientist,NY,1,1,0,43,-75
Data Scientist,CA,1,0,0,36.778259,-119.417931
Research Data Scientist,CA,1,1,0,36.778259,-119.417931
Staff Data Scientist,CA,1,0,0,36.778259,-119.417931
"Data Scientist | San Francisco, CA",CA,1,1,0,36.778259,-119.417931
Sr. Data Scientist,CA,1,1,0,36.778259,-119.417931
Network Data Scientist,NJ,0,1,1,39.833851,-74.871826
Senior Data Scientist,CA,1,0,0,36.778259,-119.417931
Product Data Scientist,CA,1,0,0,36.778259,-119.417931
Staff Data Scientist,CA,1,0,0,36.778259,-119.417931
Staff Data Scientist (GEC11903),CA,1,1,0,36.778259,-119.417931
"Data Scientist, Finance",NY,1,1,0,43,-75
"Data Scientist, Analytics - Signals and Identity",CA,0,1,0,36.778259,-119.417931
Network Data Scientist,NY,0,1,1,43,-75
Aviation Safety Data Scientist,VA,1,1,1,44,-72.699997
Staff Data Scientist,CA,1,0,0,36.778259,-119.417931
Staff Data Scientist,CA,1,1,0,36.778259,-119.417931
Staff Data Scientist,CA,1,1,0,36.778259,-119.417931
Data Scientist,NY,1,0,0,43,-75
Data Scientist,NJ,1,1,1,39.833851,-74.871826
Deep Learning Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist - Deep Learning assisted NLP,CA,1,1,0,36.778259,-119.417931
Data Scientist - Data & Analytics Org,CA,1,1,1,36.778259,-119.417931
"Data Scientist, Analytics, PhD University Grad",WA,0,1,0,47.751076,-120.740135
Network Data Scientist,MA,0,1,1,45.376584,-68.972168
Staff Data Scientist,CA,0,0,0,36.778259,-119.417931
Senior Data Scientist,CA,1,0,0,36.778259,-119.417931
Data Scientist,CA,1,1,0,36.778259,-119.417931
Senior Data Scientist,CA,1,1,0,36.778259,-119.417931
Search/Relevance - Staff Data Scientist,CA,1,0,0,36.778259,-119.417931
"Data Scientist, Growth & Analytics",WA,0,1,0,47.751076,-120.740135
PRINCIPAL DATA SCIENTIST,FL,1,1,0,27.994402,-81.760254
Senior Data Scientist,WA,1,0,0,47.751076,-120.740135
"Data Scientist, Analytics",CA,0,0,0,36.778259,-119.417931
Staff Data Scientist,CA,0,0,0,36.778259,-119.417931
Staff Data Scientist,CA,0,0,0,36.778259,-119.417931
Network Data Scientist,NJ,0,1,1,39.833851,-74.871826
Network Data Scientist,NJ,0,1,1,39.833851,-74.871826
Staff Data Scientist - Search / Relevance,CA,1,0,0,36.778259,-119.417931
Senior Data Scientist - Causal Inference,CA,1,0,0,36.778259,-119.417931
Staff Data Scientist,WA,1,0,0,47.751076,-120.740135
Staff Data Scientist,CA,0,0,0,36.778259,-119.417931
Staff Data Scientist,CA,0,0,0,36.778259,-119.417931
"Data Scientist, Analytics - Video Ecosystems",CA,0,1,0,36.778259,-119.417931
Network Data Scientist,NJ,0,1,1,39.833851,-74.871826
Senior Data Scientist,CA,1,0,0,36.778259,-119.417931
Staff Data Scientist - Machine Learning,CA,1,1,0,36.778259,-119.417931
Staff Data Scientist,CA,0,0,0,36.778259,-119.417931
Principal Data Scientist,CA,1,0,0,36.778259,-119.417931
Principal Data Scientist,CA,1,0,0,36.778259,-119.417931
Network Data Scientist,NJ,0,1,1,39.833851,-74.871826
Senior Data Scientist,CA,1,0,0,36.778259,-119.417931
