Location,Job,AVG salary,Lat,Long
Germany,Data Engineer,40000,52.3,13.25
Germany,Data Engineer,10000,52.3,13.25
Germany,Data Engineer,250000,52.3,13.25
Germany,Data Engineer,125000,52.3,13.25
Germany,Data Engineer,125000,52.3,13.25
Germany,Data Engineer,150000,52.3,13.25
Germany,Data Engineer,80000,52.3,13.25
Germany,Data Engineer,100000,52.3,13.25
Germany,Data Engineer,100000,52.3,13.25
Germany,Data Engineer,200000,52.3,13.25
Germany,Data Engineer,20000,52.3,13.25
Germany,Data Engineer,150000,52.3,13.25
Germany,Data Engineer,90000,52.3,13.25
Germany,Data Analyst,7500,52.3,13.25
Germany,Data Analyst,200000,52.3,13.25
Germany,Data Analyst,200000,52.3,13.25
Germany,Data Analyst,"> $500,000",52.3,13.25
Germany,Data Analyst,70000,52.3,13.25
Germany,Data Analyst,125000,52.3,13.25
Germany,Data Analyst,7500,52.3,13.25
Germany,Data Analyst,100000,52.3,13.25
Germany,Data Analyst,10000,52.3,13.25
Germany,Data Analyst,80000,52.3,13.25
Germany,Data Analyst,70000,52.3,13.25
Germany,Data Analyst,150000,52.3,13.25
Germany,Data Analyst,60000,52.3,13.25
Germany,Data Analyst,60000,52.3,13.25
Germany,Data Analyst,150000,52.3,13.25
Germany,Data Analyst,40000,52.3,13.25
Germany,Data Analyst,200000,52.3,13.25
Germany,Data Analyst,90000,52.3,13.25
Germany,Data Analyst,20000,52.3,13.25
Germany,Data Analyst,125000,52.3,13.25
Germany,Data Analyst,100000,52.3,13.25
Germany,Data Analyst,125000,52.3,13.25
Germany,Data Analyst,125000,52.3,13.25
Germany,Data Analyst,1000,52.3,13.25
Greece,Data Scientist,2000,37.58,23.46
Greece,Data Scientist,125000,37.58,23.46
Greece,Data Scientist,2000,37.58,23.46
Greece,Data Scientist,80000,37.58,23.46
Greece,Data Scientist,150000,37.58,23.46
Greece,Data Scientist,5000,37.58,23.46
Greece,Data Scientist,3000,37.58,23.46
Greece,Data Scientist,90000,37.58,23.46
Greece,Data Scientist,100000,37.58,23.46
Greece,Data Scientist,100000,37.58,23.46
Greece,Data Scientist,125000,37.58,23.46
Greece,Data Scientist,20000,37.58,23.46
Greece,Data Scientist,40000,37.58,23.46
Greece,Data Scientist,100000,37.58,23.46
Greece,Data Scientist,70000,37.58,23.46
Greece,Data Scientist,25000,37.58,23.46
Greece,Data Scientist,2000,37.58,23.46
Greece,Data Scientist,25000,37.58,23.46
Greece,Data Scientist,1000,37.58,23.46
Greece,Data Scientist,70000,37.58,23.46
Greece,Data Scientist,30000,37.58,23.46
Greece,Data Scientist,25000,37.58,23.46
Greece,Data Engineer,90000,37.58,23.46
Greece,Data Analyst,100000,37.58,23.46
Greece,Data Analyst,125000,37.58,23.46
Greece,Data Analyst,25000,37.58,23.46
Greece,Data Analyst,25000,37.58,23.46
Hong Kong (S.A.R.),Data Scientist,50000,22.3293,114.1694
Hong Kong (S.A.R.),Data Scientist,3000,22.3293,114.1694
Hong Kong (S.A.R.),Data Scientist,80000,22.3293,114.1694
Hong Kong (S.A.R.),Data Scientist,100000,22.3293,114.1694
Hong Kong (S.A.R.),Data Scientist,40000,22.3293,114.1694
Hong Kong (S.A.R.),Data Scientist,50000,22.3293,114.1694
Hong Kong (S.A.R.),Data Scientist,40000,22.3293,114.1694
Hong Kong (S.A.R.),Data Scientist,15000,22.3293,114.1694
Hong Kong (S.A.R.),Data Scientist,20000,22.3293,114.1694
Hong Kong (S.A.R.),Data Scientist,30000,22.3293,114.1694
Hong Kong (S.A.R.),Data Analyst,50000,22.3293,114.1694
Hong Kong (S.A.R.),Data Analyst,30000,22.3293,114.1694
Hong Kong (S.A.R.),Data Analyst,40000,22.3293,114.1694
Hong Kong (S.A.R.),Data Analyst,80000,22.3293,114.1694
Hong Kong (S.A.R.),Data Analyst,2000,22.3293,114.1694
Hungary,Data Scientist,20000,47.29,19.05
Hungary,Data Scientist,15000,47.29,19.05
Hungary,Data Scientist,100000,47.29,19.05
Hungary,Data Scientist,125000,47.29,19.05
Hungary,Data Scientist,125000,47.29,19.05
Hungary,Data Scientist,50000,47.29,19.05
Hungary,Data Scientist,50000,47.29,19.05
Hungary,Data Scientist,100000,47.29,19.05
Hungary,Data Scientist,3000,47.29,19.05
Hungary,Data Scientist,20000,47.29,19.05
Hungary,Data Scientist,25000,47.29,19.05
Hungary,Data Scientist,125000,47.29,19.05
Hungary,Data Scientist,125000,47.29,19.05
Hungary,Data Analyst,80000,47.29,19.05
Hungary,Data Analyst,25000,47.29,19.05
Hungary,Data Analyst,60000,47.29,19.05
Hungary,Data Analyst,100000,47.29,19.05
Hungary,Data Analyst,5000,47.29,19.05
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,300000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,3000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,250000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,4000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,3000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,300000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,3000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,4000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,250000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,"> $500,000",28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,3000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,3000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,"> $500,000",28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,4000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,4000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,4000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,250000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,4000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,3000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,7500,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,3000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,200000,28.37,77.13
India,Data Scientist,10000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,20000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,"> $500,000",28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,15000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,100000,28.37,77.13
India,Data Scientist,60000,28.37,77.13
India,Data Scientist,5000,28.37,77.13
India,Data Scientist,1000,28.37,77.13
India,Data Scientist,250000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,30000,28.37,77.13
India,Data Scientist,40000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,80000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,125000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,25000,28.37,77.13
India,Data Scientist,2000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,50000,28.37,77.13
India,Data Scientist,90000,28.37,77.13
India,Data Scientist,70000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
India,Data Scientist,150000,28.37,77.13
