H5,,H7,,,,,,,,,,,,,,,,H23,Lat,Long
Algeria,,Data Scientist,,,,,,,,,,,,,,,,60000,28.033886,1.659626
Algeria,,Data Scientist,,,,,,,,,,,,,,,,10000,28.033886,1.659626
Algeria,,Data Scientist,,,,,,,,,,,,,,,,80000,28.033886,1.659626
Algeria,,Data Scientist,,,,,,,,,,,,,,,,70000,28.033886,1.659626
Algeria,,Data Scientist,,,,,,,,,,,,,,,,7500,28.033886,1.659626
Algeria,Professional degree,Data Engineer,-1,250-999 employees,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,,,,,,,,-1,,,10000,28.033886,1.659626
Algeria,Master’s degree,Data Analyst,-1,50-249 employees,0,No (we do not use ML methods),,,,,,,,,-1,,,150000,28.033886,1.659626
Algeria,Doctoral degree,Data Analyst,-1,"1000-9,999 employees",15-19,We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,,,60000,28.033886,1.659626
Algeria,Doctoral degree,Data Analyst,-1,"1000-9,999 employees",14-Oct,We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,,,40000,28.033886,1.659626
Algeria,Doctoral degree,Data Analyst,-1,"1000-9,999 employees",14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,,,40000,28.033886,1.659626
Algeria,Master’s degree,Data Analyst,-1,"1000-9,999 employees",2-Jan,No (we do not use ML methods),,,,,,,,,-1,,,200000,28.033886,1.659626
Algeria,Bachelor’s degree,Data Analyst,-1,"1000-9,999 employees",9-May,We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,,,10000,28.033886,1.659626
Algeria,Master’s degree,Data Analyst,-1,0-49 employees,0-Jan,,,,,,,,,,-1,,,20000,28.033886,1.659626
Argentina,,Data Scientist,,,,,,,,,,,,,,,,15000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,40000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,125000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,40000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,200000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,125000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,70000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,25000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,40000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,40000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,80000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,150000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,20000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,25000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,4000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,25000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,40000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,1000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,30000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,10000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,7500,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,10000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,125000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,125000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,40000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,60000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,1000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,5000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,70000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,20000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,70000,-38.416096,-63.616673
Argentina,,Data Scientist,,,,,,,,,,,,,,,,125000,-38.416096,-63.616673
Argentina,Master’s degree,Data Engineer,-1,"1000-9,999 employees",20+,No (we do not use ML methods),,,,,,,,,-1,,,125000,-38.416096,-63.616673
Argentina,Some college/university study without earning a bachelor’s degree,Data Engineer,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,,,40000,-38.416096,-63.616673
Argentina,Professional degree,Data Analyst,-1,"1000-9,999 employees",20+,We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,,,70000,-38.416096,-63.616673
Argentina,Master’s degree,Data Analyst,-1,"> 10,000 employees",44259,We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,,,1000,-38.416096,-63.616673
Argentina,Professional degree,Data Analyst,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,,,70000,-38.416096,-63.616673
Argentina,Master’s degree,Data Analyst,-1,0-49 employees,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,,,,,,,,-1,,,40000,-38.416096,-63.616673
Argentina,Master’s degree,Data Analyst,-1,0-49 employees,9-May,I do not know,,,,,,,,,-1,,,50000,-38.416096,-63.616673
Australia,,Data Scientist,,,,,,,,,,,,,,,,150000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,5000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,70000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,2000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,50000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,3000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,50000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,30000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,40000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,90000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,80000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,70000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,250000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,4000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,40000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,125000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,5000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,125000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,"> $500,000",-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,70000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,40000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,15000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,125000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,60000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,60000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,20000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,80000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,100000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,4000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,125000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,80000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,300000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,25000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,20000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,10000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,40000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,5000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,125000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,40000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,10000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,2000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,5000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,15000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,300000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,7500,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,5000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,70000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,50000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,100000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,150000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,125000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,7500,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,90000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,100000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,70000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,100000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,250000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,80000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,90000,-25.274399,133.775131
Australia,,Data Scientist,,,,,,,,,,,,,,,,20000,-25.274399,133.775131
